Category,Clue,Answer,General Subject,Specific Subject,Correct,Value,Level,Date
A Line in the Sand,"Shelley dubbed a statue of this king a ""colossal wreck"" around which ""the lone and level sands stretch far away""",Ozymandias,Literature,Poetry,FALSE,2000,5,1/26/2023
Languages,We get balalaika & babushka from this language,Russian,Linguistics,Russian,TRUE,400,1,1/26/2023
Languages,"Isaac Bashevis Singer wrote the novel ""Meshugah"" in this language",Yiddish,Linguistics,Yiddish,TRUE,800,2,1/26/2023
Languages,More than 50 million people in India & 15 million in Pakistan speak this 4-letter language,Urdu,Linguistics,Urdu,TRUE,1200,3,1/26/2023
Languages,This language that's official in Andorra is related to both French & Spanish,Catalan,Linguistics,Catalan,TRUE,1600,4,1/26/2023
Languages,It's the only country in Central America where English is the official language,Belize,Geography,Countries,FALSE,2000,5,1/26/2023
Venomous Creatures,Researcher Jack Barnes figured out this marine creature causes the agony of Irukandji syndrome by having one sting himself & his son,Box Jelleyfish,Science,Biology,FALSE,400,1,1/26/2023
Venomous Creatures,"The world's most venomous fish is the stonefish named for this environment where it likes to hide, as you can see by its coloration",Reef,Science,Biology,FALSE,800,2,1/26/2023
Venomous Creatures,"The Mexican beaded lizard sort of chews venom into you as it comes from the venom type of these structures, modified salivary ones",Glands,Science,Anatomy,TRUE,1200,3,1/26/2023
Venomous Creatures,Entomologist & pain scale creator Justin Schmidt says a sting by this colorful wasp feels like W.C. Fields putting out a cigar on your tongue,Yellowjacket,Science,Biology,FALSE,1600,4,1/26/2023
Venomous Creatures,"Deriving its name from a country in Western Africa, this can weigh about 20 pounds & has the longest fangs of any snake",Gaboon,Science,Biology,FALSE,2000,5,1/26/2023
Finance and Investing,"A fan of Tim Cook, Warren Buffett had close to 40% of Berkshire Hathaway's holdings in this company in 2022",Apple,Business,Companies,TRUE,400,1,1/26/2023
Finance and Investing,"This word with a ""solid"" center is an industry's phase when many companies become few: carmaking around 1910, cannabis today",Consolidation,Business,Finance,FALSE,800,2,1/26/2023
Finance and Investing,"In the longevity type of this offering from an insurance company, the income doesn't start until you hit a specified age",Annuity,Business,Finance,FALSE,1200,3,1/26/2023
Finance and Investing,"Released in 2015, it became the No. 2 cryptocurrency in market capitalization, after bitcoin",Ethereum,Business,Finance,TRUE,1600,4,1/26/2023
Finance and Investing,"To earn trust, many investment companies make it front & center that they're this type of advisor obligated to act in a client's interest",Fiduciary,Business,Finance,FALSE,2000,5,1/26/2023
"""B"" Movies",1995 epic about a fight for freedom!,Braveheart!,Film,Movies,TRUE,400,1,1/26/2023
"""B"" Movies",Keira Knightley kicks it in this soccer film,Bend it Like Beckham,Film,Movies,FALSE,800,2,1/26/2023
"""B"" Movies",Frankie Laine sang the title tune of this Mel Brooks Western,Blazing Saddles,Film,Movies,TRUE,1200,3,1/26/2023
"""B"" Movies","It was subtitled ""The Unexpected Virtue of Ignorance""",Birdman,Film,Movies,FALSE,1600,4,1/26/2023
"""B"" Movies",This Terry Gilliam fantasy features a futuristic bureaucracy,Brazil,Film,Movies,FALSE,2000,5,1/26/2023
12 Letters or More,It's defined as an intense fear of confined or enclosed spaces,Claustrophobia,Science,Medicine,TRUE,400,1,1/26/2023
13 Letters or More,It's the process by which green plants use chlorophyll to convert sunlight into nutrients & create oxygen as a by-product,Photosynthesis,Science,Biology,TRUE,800,2,1/26/2023
14 Letters or More,Job of Annie Leibovitz,Photography,Art,Photography,FALSE,1200,3,1/26/2023
15 Letters or More,"Søren Kierkegaard has been called the ""father of"" this philosophy that emphasizes the individual as a free & responsible entity",Existentialism,Literature,Philosophy,TRUE,1600,4,1/26/2023
16 Letters or More,"For a colonoscopy, you should find this type of 18-letter doctor",Gastroenterologist,Science,Biology,TRUE,2000,5,1/26/2023
History,"Returning home in 1493, Columbus stopped in the Azores at an island with this name, also something he'd lost off the Haiti coast",Santa Maria,History,European History,FALSE,0,6,1/26/2023
The State's Other Senator,In Vermont newly elected Peter Welch serves with him,Bernie Sanders,Politics,Senators,TRUE,200,1,1/27/2023
The State's Other Senator,"In Pennsylvania, he's newly elected to serve with Bob Casey",Fetterman,Politics,Senators,FALSE,400,2,1/27/2023
The State's Other Senator,In Florida with Rick Scott,Marco Rubio,Politics,Senators,FALSE,600,3,1/27/2023
The State's Other Senator,With Rand Paul,Mitch McConnell,Politics,Senators,FALSE,800,4,1/27/2023
The State's Other Senator,With Kirsten Gillibrand,Chuck Schumer,Politics,Senators,FALSE,1000,5,1/27/2023
A Dash of Fashion,"In fashion as boots, loafers or slippers, this big-soled style shares its name with a line of soups",Chunky,Fashion,Clothing,FALSE,200,1,1/27/2023
A Dash of Fashion,"Time to combine fashion with sports! This one-piece, sleeveless dress is also a term for a basketball shot",Jumpers,Fashion,Clothing,FALSE,400,2,1/27/2023
A Dash of Fashion,"Playing doctor, Matt Smith let us know this red felt hat that was popular in Turkey in the 1920s was also cool with time travelers",Fez,Fashion,Clothing,TRUE,600,3,1/27/2023
A Dash of Fashion,"The name of this stretchy fiber, big with '80s heavy metal bands, is an anagram of the function it performs",Spandex,Fashion,Clothing,FALSE,800,4,1/27/2023
A Dash of Fashion,"Usually defined as a divided skirt, this French-named garment was worn by 1930s women cyclists",Culottes,Fashion,Clothing,FALSE,1000,5,1/27/2023
Soil,"The 3 main types of soil particles are sand, silt & this one, popular with sculptors & potters",Clay,Science,Geology,TRUE,200,1,1/27/2023
Soil,"Called soil heroes, these annelids have a downside as they eat everything: organic leaf matter, the nutrients in compost...",Earthworms,Science ,Biology,TRUE,400,2,1/27/2023
Soil,"Seen here, this type of farming to preserve soil & maximize arable land sounds like a backyard patio",Terrace Farming,Science,Environmental Science,TRUE,600,3,1/27/2023
Soil,"Legumes like beans & peanuts help ""fix"" this element into soil, making it more productive",Nitrogen,Science,Environmental Science,TRUE,800,4,1/27/2023
Soil,"As its name suggests, it's a layer of soil that remains frozen year-round",Permafrost,Science,Environmental Science,TRUE,1000,5,1/27/2023
TV Time,"The Duffer brothers couldn't resist a bike chase in season 1 of this TV series, derivative of ""E.T."" though it was",Stranger Things,Television,Show Titles,FALSE,200,1,1/27/2023
TV Time,"Season 3 of this sitcom had episode titles like ""Louie's Rival"" & ""Latka's Cookies""",Taxi,Television,Show Titles,FALSE,400,2,1/27/2023
TV Time,"2021 saw the return of this MTV classic, with stars like Martha Stewart & Michael Blackson showing us their homes",Cribs,Television,Show Titles,FALSE,600,3,1/27/2023
TV Time,"This show calls itself ""the origin of Batman's butler""",Pennyworth,Television,Show Titles,FALSE,800,4,1/27/2023
TV Time,"Edward Woodward & Denzel Washington have played this title role on TV & film, respectively; now Queen Latifah evens the odds",The Equalizer,Television,Show Titles,FALSE,1000,5,1/27/2023
Grimm Brothers Fairy Tales,Not a fairy godmother but a bird gives this character her dress & slippers for the big event,Cinderella,Literature,Folklore,TRUE,200,1,1/27/2023
Grimm Brothers Fairy Tales,Eating a white snake gives a young man this magical ability also associated with Dr. Dolittle,Talking to Animals,Literature,Folklore,FALSE,400,2,1/27/2023
Grimm Brothers Fairy Tales,Briar Rose is the Grimm brothers' name for the Sleeping Beauty; the Disney film also gave her this bright name,Aurora,Film,Disney,FALSE,600,3,1/27/2023
Grimm Brothers Fairy Tales,"Not the tailor but this worker & his wife make clothes & other items for some helpful elves, who dance & leave, never to return",Cobbler,Literature,Folklore,FALSE,800,4,1/27/2023
Grimm Brothers Fairy Tales,"The Grimms had this animal eat 6 baby goats, then get sliced open as it slept, with the ""meal"" still alive within",Wolf,Literature,Folklore,TRUE,1000,5,1/27/2023
Differs by a Vowel,"A large, graceful tree & what a pig does in the mud to cool itself","Wallow, Willow",Linguistics,Vocabulary,FALSE,200,1,1/27/2023
Differs by a Vowel,A large British home in the country & a college student's secondary declared discipline,"Manor, Minor",Linguistics,Vocabulary,TRUE,400,2,1/27/2023
Differs by a Vowel,Pure joy & to sanctify or make holy,"Bliss, Bless",Linguistics,Vocabulary,FALSE,600,3,1/27/2023
Differs by a Vowel,"A tangible item & wretched, like severe poverty","Object, Abject",Linguistics,Vocabulary,FALSE,800,4,1/27/2023
Differs by a Vowel,The pair found in the name of a large Scottish estuary that connects with the North Sea,Firth of Forth,Geography,Rivers,FALSE,1000,5,1/27/2023
Historic Nicknames,"Born 1757 in France: ""Hero of Two Worlds""",LaFayette,History,American Revolution,TRUE,400,1,1/27/2023
Historic Nicknames,"Born 1910: ""Saint of the Gutters""",Mother Teresa,Religion,Christianity,TRUE,800,2,1/27/2023
Historic Nicknames,"Born 1784 in Gordonsville, Virginia: ""Old Rough & Ready""",Taylor,History,American History,FALSE,1200,3,1/27/2023
Historic Nicknames,"Born 1758 in Norfolk, England: ""Hero of the Nile""",Nelson,History,European History,TRUE,1600,4,1/27/2023
Historic Nicknames,"Born 1860 in the Midwest: ""Boy Orator of the Platte""",William Jennings Bryan,History,American History,FALSE,2000,5,1/27/2023
Country Songs,"Inspired by an Oz character, Miranda Lambert sings, ""Hey there, Mr."" him, ""Take it from me, darlin', you don't want a heart""",Tin Man,Music,Country,FALSE,400,1,1/27/2023
Country Songs,"A Taylor Swift hit off her debut album was a song of unrequited love called ""Teardrops On My"" this",Guitar,Music,Country,TRUE,800,2,1/27/2023
Country Songs,"Satan was on the move, ""looking for a soul to steal"" in this Charlie Daniels Band CMA Single of the Year",Devil Went Down to Georgia,Music,Country,TRUE,1200,3,1/27/2023
Country Songs,"The Carter Family & other country greats ask this musical question, ""by & by, Lord, by & by""",Will the Circle be Unbroken,Music,Country,TRUE,1600,4,1/27/2023
Country Songs,Little Big Town had its first No. 1 country hit singing about partying & catching waves on this title boat,The Pontoon,Music,Country,FALSE,2000,5,1/27/2023
19th Century Science,"In 1803 a British meteorologist published new names for these, including cumulus & cirrus",Clouds,Science,Environmental Science,TRUE,400,1,1/27/2023
19th Century Science,In the 1870s a Swiss surgeon pioneered the surgical removal of this gland to treat goiter,Thyroid,Science,Medicine,TRUE,800,2,1/27/2023
19th Century Science,"Once thought to be a planet, the first asteroid was discovered in 1801 & named this after a Roman goddess",Ceres,Science,Astronomy,TRUE,1200,3,1/27/2023
19th Century Science,In 1859 Charles Darwin explained his theory of evolution in an important work commonly shortened to this title,On the Origin of Species,Science,Biology,TRUE,1600,4,1/27/2023
19th Century Science,"An 1813 work called ""Elementary Theory of Botany"" introduced this field, the classification of organisms",Taxonomy,Science,Biology,TRUE,2000,5,1/27/2023
Geography,"One of Canada's oldest cities, it's called the Gibraltar of America because its huge Citadel overlooks the St. Lawrence River",Quebec,Geography,Cities,FALSE,400,1,1/27/2023
Geography,"This ""national"" sea is separated from the East China Sea on the south by the Tsushima & Korea Straits",Sea of Japan,Geography,Oceans,TRUE,800,2,1/27/2023
Geography,2/5 of this nation is made up of areas of land called polders that have been drained & reclaimed from the sea,Netherlands,Geography,Countries,FALSE,1200,3,1/27/2023
Geography,"This South American nation, whose name means ""land of waters"", was visited by Walter Raleigh in 1595, looking for El Dorado",Guyana,Geography,Countries,FALSE,1600,4,1/27/2023
Geography,"If asked ""Have you seen"" this, don't say, ""No, Ben hasn't called me""--it's a mountain, the highest in the U.K. at 4,400 feet",Ben Nevis,Geography,Mountains,FALSE,2000,5,1/27/2023
Place Your Bets,You've recently heard the name of this alliterative horse racing bet in which you have to pick the winners of 2 races in a row,Daily Double,Sports,Equestrian,FALSE,400,1,1/27/2023
Place Your Bets,"Prop bets for this 2022 event: How many ads will have a dog, & what color liquid will be poured on the coach",Superbowl,Sports,Football,TRUE,800,2,1/27/2023
Place Your Bets,"In roulette an avenue bet, as in Tropicana Avenue, cover six numbers; only three for this bet, named for a roadway such as Fremont",Street,Gambling,Roulette,FALSE,1200,3,1/27/2023
Place Your Bets,"Small & big, these 2 forced bets are placed after the ante & before players have seen their cards in hold 'em poker",Blinds,Gambling,Poker,TRUE,1600,4,1/27/2023
Place Your Bets,A horn bet in craps pays a sizeable amount due to the fact that these 4 numbers you're betting on are quite hard to hit,"2,3,11,12",Gambling,Craps,TRUE,2000,5,1/27/2023
"I ""OU""","With 208, Jerry Rice holds the record for total these scored in a career",Touchdowns,Sports,Football,FALSE,400,1,1/27/2023
"I ""OU""","A Manhattan cocktail calls for the sweet type of this, as opposed to the dry type",Vermouth,General Knowledge,Mixology,TRUE,800,2,1/27/2023
"I ""OU""",It's a factory where metal is melted & poured into molds & then cooled to create objects,Foundry,Technology,Industry,TRUE,1200,3,1/27/2023
"I ""OU""","This French word originally referred to a bride's clothing, linens & accessories that she gathered before her wedding",Trousseau,Linguistics,French,FALSE,1600,4,1/27/2023
"I ""OU""","Often mistaken for a primate, this arboreal cousin of the raccoon has a name that goes back to Algonquin",Kinkajou,Science,Biology,FALSE,2000,5,1/27/2023
World Cinema,"The 2007 biopic called ""La Môme"" in France, meaning ""The Kid"", was released in the U.S. under this other French title",La Vie en Rose,Film,Movies,FALSE,0,6,1/27/2023
Worst Case Ontario,Worst case? Ill-tempered aquatic creatures emerge from this Great Lake upon which Thunder Bay sits,Superior,Geography,Lakes,TRUE,200,1,1/30/2023
